MGI Marker Accession ID	Marker name 1	Marker name 2	Marker name 3	status	37 chr	37 bp start	37 bp end	Chr_assigned	fem_assigned_cM	mal_assigned_cM	sexave_assigned_cM	note
MGI:92401	D3Mit133	D3Mit133		good	3	43786786	43786906					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105710	D3Mit333	D3Mit333		good	3	44511652	44511774					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92498	D3Mit24	D3Mit24		good	3	45172810	45172942					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100611	D3Mit224	D3Mit224		good	3	45765834	45765966					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92568	D3Mit95	D3Mit95		good	3	46066709	46066832					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92569	D3Mit96	D3Mit96		good	3	47224644	47224853					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100608	D3Mit227	D3Mit227		good	3	47323840	47323964					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100539	D3Mit296	D3Mit296		good	3	48044894	48045012					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92530	D3Mit6	D3Mit6		good	3	48687327	48687470					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92455	D3Mit182	D3Mit182		good	3	50384938	50385088					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92536	D3Mit65	D3Mit65		good	3	50488800	50488920					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92519	D3Mit5	D3Mit5		good	3	50648546	50648729					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108925	D3Mit362	D3Mit362		good	3	50807748	50807944					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100561	D3Mit274	D3Mit274		good	3	51120089	51120196					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92402	D3Mit134	D3Mit134		good	3	51300967	51301067					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614026	D3Mit134.2	D3Mit134.2		good	3	51301034	51301213					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92423	D3Mit153	D3Mit153		good	3	51451126	51451275					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92385	D3Mit119	D3Mit119		good	3	51563737	51563877					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92456	D3Mit183	D3Mit183		good	3	51980594	51980732					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92481	D3Mit207	D3Mit207		good	3	52088400	52088488					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108926	D3Mit364	D3Mit364		good	3	52370133	52370281					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100559	D3Mit276	D3Mit276		good	3	52472536	52472652					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92538	D3Mit67	D3Mit67		good	3	52956484	52956626					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92457	D3Mit184	D3Mit184		good	3	53010924	53011058					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92404	D3Mit136	D3Mit136		good	3	53537855	53537989					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92537	D3Mit66	D3Mit66		good	3	54016835	54017004					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91670	D3Mit1007	D1Mit283		good	3	54187935	54188184					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100560	D3Mit275	D3Mit275		good	3	54547318	54547442					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614027	D3Mit135.1	D3Mit135.1		good	3	54595074	54595201					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92403	D3Mit135	D3Mit135		good	3	54595249	54595376					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92482	D3Mit208	D3Mit208		good	3	55233747	55233892					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105711	D3Mit334	D3Mit334		good	3	56149218	56149334					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614039	D3Mit25.1	D3Mit25.1		good	3	56600434	56600555					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92499	D3Mit25	D3Mit25		good	3	56600603	56600732					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92499	D3Mit25	D3Mit25.2		good	3	56600713	56600933					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92540	D3Mit69	D3Mit69		good	3	56663510	56663658					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105712	D3Mit335	D3Mit335		good	3	56821512	56821636					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92443	D3Mit171	D3Mit171		good	3	56901192	56901341					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92458	D3Mit185	D3Mit185		good	3	57246565	57246713					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92442	D3Mit170	D3Mit170		good	3	57279342	57279445					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92539	D3Mit68	D3Mit68		good	3	57353955	57354129					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92444	D3Mit172	D3Mit172		good	3	57378565	57378717					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92445	D3Mit173	D3Mit173		good	3	58401635	58401755					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92541	D3Mit7	D3Mit7		good	3	60013817	60013963					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614051	D3Mit7.2	D3Mit7.2		good	3	60013924	60014038					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:93945	D3Mit1008	D7Mit128		good	3	61687534	61687659					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108924	D3Mit361	D3Mit361		good	3	62237087	62237218					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100607	D3Mit228	D3Mit228		good	3	63624428	63624577					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100538	D3Mit297	D3Mit297		good	3	65894831	65894939					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100594	D3Mit241	D3Mit241		good	3	66391506	66391619					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92543	D3Mit71	D3Mit71		good	3	66695158	66695286					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92542	D3Mit70	D3Mit70		good	3	66821421	66821632					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:107080	D3Mit355	D3Mit355		good	3	68416459	68416562					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92424	D3Mit154	D3Mit154		good	3	68613391	68613535					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92495	D3Mit22	D3Mit22		good	3	69522098	69522334					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100558	D3Mit277	D3Mit277		good	3	69707350	69707447					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105713	D3Mit336	D3Mit336		good	3	70564827	70565139					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100592	D3Mit243	D3Mit243		good	3	71104356	71104478					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92522	D3Mit52	D3Mit52		good	3	71169507	71169705					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92388	D3Mit121	D3Mit121		good	3	71584691	71584787					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100557	D3Mit278	D3Mit278		good	3	71816030	71816141					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92483	D3Mit209	D3Mit209		good	3	72025947	72026188					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102033	D3Mit309	D3Mit309		good	3	72606574	72606687					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105714	D3Mit337	D3Mit337		good	3	76754668	76754780					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100555	D3Mit280	D3Mit280		good	3	76902079	76902202					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92405	D3Mit137	D3Mit137		good	3	78636676	78636856					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614041	D3Mit26.2	D3Mit26.2		good	3	79484016	79484179					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92500	D3Mit26	D3Mit26		good	3	79484163	79484312					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614038	D3Mit244.2	D3Mit244.2		good	3	79536673	79536816					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100591	D3Mit244	D3Mit244		good	3	79536792	79536913					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108922	D3Mit359	D3Mit359		good	3	80212817	80213068					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100590	D3Mit245	D3Mit245		good	3	80890320	80890469					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108921	D3Mit358	D3Mit358		good	3	80954030	80954144					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100606	D3Mit229	D3Mit229		good	3	81822979	81823078					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92459	D3Mit186	D3Mit186		good	3	82235377	82235475					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100605	D3Mit230	D3Mit230		good	3	82366294	82366439					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614048	D3Mit339.1	D3Mit339.1		good	3	82514114	82514232					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100604	D3Mit231	D3Mit231		good	3	82825854	82826001					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614052	D3Mit9.1	D3Mit9.1		good	3	82841505	82841624					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92544	D3Mit72	D3Mit72		good	3	82943273	82943410					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92446	D3Mit174	D3Mit174		good	3	83017859	83017999					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92570	D3Mit97	D3Mit97		good	3	83081446	83081561					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92487	D3Mit212	D3Mit212		good	3	83121332	83121452					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92407	D3Mit139	D3Mit139		good	3	84540058	84540142					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105717	D3Mit340	D3Mit340		good	3	84602809	84602921					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100554	D3Mit281	D3Mit281		good	3	85088681	85088798					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92545	D3Mit73	D3Mit73		good	3	85203118	85203263					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92486	D3Mit211	D3Mit211		good	3	85630235	85630330					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92571	D3Mit98	D3Mit98		good	3	85985423	85985534					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92425	D3Mit155	D3Mit155		good	3	86930565	86930697					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614030	D3Mit155.1	D3Mit155.1		good	3	86930659	86930768					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92460	D3Mit187	D3Mit187		good	3	87067069	87067190					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92510	D3Mit40	D3Mit40		good	3	87105519	87105657					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92485	D3Mit210	D3Mit210		good	3	87892983	87893090					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92546	D3Mit74	D3Mit74		good	3	87991168	87991316					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92447	D3Mit175	D3Mit175		good	3	88138788	88138922					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92518	D3Mit49	D3Mit49		good	3	89036582	89036709					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105718	D3Mit341	D3Mit341		good	3	89642043	89642167					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100603	D3Mit232	D3Mit232		good	3	90163551	90163700					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92501	D3Mit28	D3Mit29		good	3	90407832	90407979					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92502	D3Mit29	D3Mit29		good	3	90407832	90407979					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614043	D3Mit28.2	D3Mit28.2		good	3	90407935	90408084					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92572	D3Mit99	D3Mit99		2+	3	92040000		3	45.37	34.86	40.14	marker maps to more than one location on 1 chr; locations are <1 Mb apart; marker map position is interpolated to the revised Shifman map based on average bp start position
MGI:92426	D3Mit156	D3Mit156		good	3	92359917	92360164					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102035	D3Mit311	D3Mit311		good	3	92821117	92821235					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614028	D3Mit141.1	D3Mit141.1		good	3	93041213	93041375					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92410	D3Mit141	D3Mit141		good	3	93041295	93041443					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614029	D3Mit141.2	D3Mit141.2		good	3	93041457	93041571					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92461	D3Mit188	D3Mit188		good	3	94050362	94050489					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92409	D3Mit140	D3Mit140		good	3	94694411	94694532					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92548	D3Mit76	D3Mit76		good	3	94832826	94832954					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92366	D3Mit101	D3Mit101		good	3	96445337	96445444					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92365	D3Mit100	D3Mit100		good	3	96885628	96885768					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92427	D3Mit157	D3Mit157		good	3	97083059	97083208					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614031	D3Mit157.2	D3Mit157.2		good	3	97083190	97083306					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92511	D3Mit41	D3Mit41		good	3	97595245	97595453					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100602	D3Mit233	D3Mit233		good	3	97602481	97602769					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614044	D3Mit298.2	D3Mit298.2		good	3	97814666	97814781					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100537	D3Mit298	D3Mit298		good	3	97814759	97814862					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92488	D3Mit213	D3Mit213		good	3	97981259	97981404					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92464	D3Mit190	D3Mit190		good	3	98805672	98805807					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92364	D3Mit10	D3Mit10		good	3	99043650	99043791					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100552	D3Mit283	D3Mit283		good	3	99559098	99559244					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92386	D3Mit12	D3Mit12		good	3	100269519	100269667					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92375	D3Mit11	D3Mit11		good	3	100360598	100360744					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92547	D3Mit75	D3Mit75		good	3	100551791	100551897					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92462	D3Mit189	D3Mit189		good	3	100779519	100779651					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92465	D3Mit191	D3Mit191		good	3	101535509	101535657					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92367	D3Mit102	D3Mit102		good	3	101785525	101785674					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92549	D3Mit77	D3Mit77		good	3	101827765	101827914					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92466	D3Mit192	D3Mit192		good	3	103292850	103293045					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100551	D3Mit284	D3Mit284		good	3	103641269	103641386					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100569	D3Mit266	D3Mit266		good	3	103691373	103691558					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92489	D3Mit214	D3Mit214		good	3	104725264	104725413					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92412	D3Mit143	D3Mit143		good	3	106849324	106849449					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92368	D3Mit103	D3Mit103		good	3	107272538	107272674					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614021	D3Mit104.3	D3Mit104.3		good	3	107562266	107562375					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92369	D3Mit104	D3Mit104		good	3	107562353	107562445					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614020	D3Mit104.2	D3Mit104.2		good	3	107562440	107562596					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614019	D3Mit104.1	D3Mit104.1		good	3	107563289	107563532					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100550	D3Mit285	D3Mit285		good	3	107827765	107827874					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92370	D3Mit105	D3Mit105		good	3	108253520	108253632					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92526	D3Mit56	D3Mit56		good	3	108310762	108310904					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92389	D3Mit122	D3Mit122		good	3	108462964	108463108					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105720	D3Mit343	D3Mit343		good	3	108571155	108571271					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614049	D3Mit343.2	D3Mit343.2		good	3	108571237	108571403					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92508	D3Mit39	D3Mit39		good	3	108572112	108572339					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100549	D3Mit286	D3Mit286		good	3	108834169	108834289					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92428	D3Mit158	D3Mit158		good	3	109147135	109147252					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92390	D3Mit123	D3Mit123		good	3	110023053	110023310					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105722	D3Mit345	D3Mit345		good	3	110122600	110122698					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92550	D3Mit78	D3Mit78		good	3	111166675	111166789					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92371	D3Mit106	D3Mit106		good	3	111841219	111841382					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92372	D3Mit107	D3Mit107		good	3	114118542	114118738					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92527	D3Mit57	D3Mit57		good	3	115533310	115533466					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102038	D3Mit315	D3Mit315		good	3	115544553	115544652					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92490	D3Mit215	D3Mit215		good	3	115833374	115833519					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105723	D3Mit346	D3Mit346		good	3	115860307	115860432					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100535	D3Mit300	D3Mit300		good	3	116237202	116237351					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100586	D3Mit249	D3Mit249		good	3	116249560	116249861					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102039	D3Mit314	D3Mit314		good	3	116485913	116486112					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614045	D3Mit299.1	D3Mit299.1		good	3	117134836	117134950					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100536	D3Mit299	D3Mit299		good	3	117134959	117135071					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100585	D3Mit250	D3Mit250		good	3	117371640	117371790					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92411	D3Mit142	D3Mit142		good	3	118145575	118145718					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92551	D3Mit79	D3Mit79		good	3	118323780	118323929					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:107081	D3Mit356	D3Mit356		good	3	119166669	119166843					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100548	D3Mit287	D3Mit287		good	3	119174861	119174985					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92391	D3Mit124	D3Mit124		good	3	119288353	119288488					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92413	D3Mit144	D3Mit144		good	3	119547523	119547660					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102040	D3Mit316	D3Mit316		good	3	120391928	120392052					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92512	D3Mit42	D3Mit42		good	3	121164709	121164861					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92513	D3Mit43	D3Mit43		good	3	121164709	121164831					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100584	D3Mit251	D3Mit251		good	3	121299429	121299560					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105724	D3Mit347	D3Mit347		good	3	121525983	121526088					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102042	D3Mit317	D3Mit317		good	3	121537962	121538085					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92552	D3Mit80	D3Mit80		good	3	122396277	122396467					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614022	D3Mit108.1	D3Mit108.1		good	3	122601604	122601727					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92373	D3Mit108	D3Mit108		good	3	122601689	122602003					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92491	D3Mit216	D3Mit216		good	3	123136811	123136932					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102041	D3Mit318	D3Mit318		good	3	123334565	123334712					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92473	D3Mit199	D3Mit199		good	3	123674634	123674767					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92553	D3Mit81	D3Mit81		good	3	124474380	124474509					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:707243	D3Mit370	D3Mit370		good	3	125225274	125225506					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92429	D3Mit159	D3Mit159		good	3	125997069	125997217					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105725	D3Mit348	D3Mit348		good	3	126744151	126744274					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100582	D3Mit253	D3Mit253		good	3	127095999	127096104					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92374	D3Mit109	D3Mit109		good	3	127399252	127399483					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3620840	D3Mit247b	D3Mit247		good	3	127813132	127813267					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102043	D3Mit319	D3Mit319		good	3	128042512	128042686					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92414	D3Mit145	D3Mit145		good	3	128559274	128559422					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102037	D3Mit313	D3Mit313		good	3	128624770	128624870					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100546	D3Mit289	D3Mit289.1		good	3	128686419	128686599					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100546	D3Mit289	D3Mit289		good	3	128686613	128686731					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613961	D3Mit1006	D1Mit280.2		good	3	129592712	129592831					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:91667	D3Mit1004	D1Mit280		good	3	129592794	129592918					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3613960	D3Mit1005	D1Mit280.1		good	3	129592901	129593042					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:107082	D3Mit357	D3Mit357		good	3	130015542	130015636					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100545	D3Mit290	D3Mit290		good	3	130830700	130830824					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92554	D3Mit82	D3Mit82		good	3	131240816	131240974					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92376	D3Mit110	D3Mit110		good	3	131569282	131569425					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100581	D3Mit254	D3Mit254		good	3	131711739	131711888					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92419	D3Mit15	D3Mit15		good	3	132603726	132603872					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100579	D3Mit256	D3Mit256		good	3	136014535	136014659					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100544	D3Mit291	D3Mit291		good	3	136034883	136034988					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100580	D3Mit255	D3Mit255		good	3	136241349	136241481					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92415	D3Mit146	D3Mit146		good	3	136503968	136504102					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92392	D3Mit125	D3Mit125		good	3	136659692	136659834					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92493	D3Mit218	D3Mit218		good	3	136698467	136698607					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92430	D3Mit16	D3Mit16		good	3	136736060	136736247					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105726	D3Mit349	D3Mit349		good	3	137209577	137209688					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92467	D3Mit193	D3Mit193		good	3	137320593	137320742					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105727	D3Mit350	D3Mit350		good	3	137410113	137410211					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92377	D3Mit111	D3Mit111		good	3	137655853	137656018					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92468	D3Mit194	D3Mit194		good	3	138429453	138429595					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:105728	D3Mit351	D3Mit351		good	3	139262419	139262517					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614036	D3Mit195.2	D3Mit195.2		good	3	140447595	140447722					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92469	D3Mit195	D3Mit195		good	3	140447727	140447863					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:108930	D3Mit368	D3Mit368		good	3	141137451	141137600					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92470	D3Mit196	D3Mit196		good	3	141199805	141199948					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92431	D3Mit160	D3Mit160		good	3	141704442	141704578					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:3614032	D3Mit160.2	D3Mit160.2		good	3	141704555	141704710					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92378	D3Mit112	D3Mit112		good	3	141840414	141840551					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92393	D3Mit126	D3Mit126		good	3	142091512	142091662					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100578	D3Mit257	D3Mit257		good	3	142091512	142091636					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92507	D3Mit38	D3Mit38		good	3	142493801	142493916					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92394	D3Mit127	D3Mit127		good	3	142848413	142848587					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:100577	D3Mit258	D3Mit258		good	3	142913669	142913885					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:102044	D3Mit320	D3Mit320		good	3	143227451	143227570					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92441	D3Mit17	D3Mit17		good	3	143310189	143310386					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92556	D3Mit84	D3Mit84		good	3	143417717	143417883					marker maps to one location; map position interpolated to revised Shifman SNP map
MGI:92472	D3Mit198	D3Mit198		good	3	143462480	143462605					marker maps to one location; map position interpolated to revised Shifman SNP map
